Reads Writes Write% Threads Commits/s Aborts/s
200000 2 .00100 24 182.894 7.7148
200000 20 .01000 24 254.212 10.6102
200000 200 .10000 24 214.407 9.17603
200000 2000 1.00000 24 199.858 16.1562
200000 20000 10.00000 24 137.497 60.3751
