Reads Writes Write% Threads Commits/s Aborts/s
100000 1 .00100 32 329.999 10.1825
100000 10 .01000 32 335.769 10.2162
100000 100 .10000 32 355.175 11.9479
100000 1000 1.00000 32 414.251 20.1635
100000 10000 10.00000 32 182.224 43.1871
