Reads Writes Write% Threads Commits/s Aborts/s
300000 3 .00100 24 167.328 6.78089
300000 30 .01000 24 166.253 6.71528
300000 300 .10000 24 148.097 7.11078
300000 3000 1.00000 24 148 15.2611
300000 30000 10.00000 24 59.6921 37.5852
