Reads Writes Write% Threads Commits/s Aborts/s
300000 3 .00100 24 92.6712 0
300000 30 .01000 24 85.2052 0
300000 300 .10000 24 16.7566 0
300000 3000 1.00000 24 2.52476 0
300000 30000 10.00000 24 0.182257 0
