Reads Writes Write% Threads Commits/s Aborts/s
100000 1 .00100 24 510.463 0
100000 10 .01000 24 463.918 0
100000 100 .10000 24 191.963 0
100000 1000 1.00000 24 45.9656 0
100000 10000 10.00000 24 4.62275 0
