Reads Writes Write% Threads Commits/s Aborts/s
200000 2 .00100 24 186.594 0
200000 20 .01000 24 166.43 0
200000 200 .10000 24 50.2693 0
200000 2000 1.00000 24 7.2318 0
200000 20000 10.00000 24 0.529161 0
